,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casualPrice,registeredPrice,totalPrice
244,245,2011-09-02,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,30,138,168
245,246,2011-09-03,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,15,180,195
246,247,2011-09-04,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,10,135,145
247,248,2011-09-05,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,20,216,236
248,249,2011-09-06,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,30,390,420
249,250,2011-09-07,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,5,282,287
250,251,2011-09-08,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,0,153,153
251,252,2011-09-09,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,0,96,96
252,253,2011-09-10,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,0,60,60
253,254,2011-09-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,5,84,89
254,255,2011-09-12,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,5,54,59
255,256,2011-09-13,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,0,21,21
256,257,2011-09-14,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,0,18,18
257,258,2011-09-15,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,0,3,3
258,259,2011-09-16,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,0,15,15
259,260,2011-09-17,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,0,48,48
260,261,2011-09-18,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,0,162,162
261,262,2011-09-19,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,15,375,390
262,263,2011-09-20,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,15,234,249
263,264,2011-09-21,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,0,117,117
264,265,2011-09-22,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,15,96,111
265,266,2011-09-23,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,15,156,171
266,267,2011-09-24,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,0,147,147
267,268,2011-09-25,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,0,132,132
268,269,2011-09-26,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,5,144,149
269,270,2011-09-27,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,25,189,214
270,271,2011-09-28,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,0,417,417
271,272,2011-09-29,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,10,405,415
272,273,2011-09-30,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,5,246,251
273,274,2011-10-01,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,10,162,172
274,275,2011-10-02,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,0,171,171
275,276,2011-10-03,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,5,96,101
276,277,2011-10-04,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,5,57,62
277,278,2011-10-05,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,5,18,23
278,279,2011-10-06,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,0,6,6
279,280,2011-10-07,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,0,6,6
280,281,2011-10-08,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,0,9,9
281,282,2011-10-09,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,0,12,12
282,283,2011-10-10,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,0,9,9
283,284,2011-10-11,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,0,84,84
284,285,2011-10-12,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,0,216,216
285,286,2011-10-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,25,591,616
286,287,2011-10-14,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,10,411,421
287,288,2011-10-15,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,10,108,118
288,289,2011-10-16,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,20,99,119
289,290,2011-10-17,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,15,147,162
290,291,2011-10-18,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,10,243,253
291,292,2011-10-19,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,15,117,132
292,293,2011-10-20,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,25,165,190
293,294,2011-10-21,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,10,228,238
294,295,2011-10-22,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,20,474,494
295,296,2011-10-23,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,15,423,438
296,297,2011-10-24,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,5,294,299
297,298,2011-10-25,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,0,192,192
298,299,2011-10-26,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,0,120,120
299,300,2011-10-27,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,0,90,90
300,301,2011-10-28,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,5,42,47
301,302,2011-10-29,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,0,42,42
302,303,2011-10-30,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,0,15,15
303,304,2011-10-31,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,0,3,3
304,305,2011-11-01,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,0,3,3
305,306,2011-11-02,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,0,24,24
306,307,2011-11-03,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,0,51,51
307,308,2011-11-04,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,0,210,210
308,309,2011-11-05,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,10,468,478
309,310,2011-11-06,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,0,351,351
310,311,2011-11-07,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,20,120,140
311,312,2011-11-08,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,30,141,171
312,313,2011-11-09,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,10,177,187
313,314,2011-11-10,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,20,219,239
314,315,2011-11-11,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,25,177,202
315,316,2011-11-12,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,45,177,222
316,317,2011-11-13,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,15,261,276
317,318,2011-11-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,20,465,485
318,319,2011-11-15,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,25,402,427
319,320,2011-11-16,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,15,267,282
320,321,2011-11-17,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,0,204,204
321,322,2011-11-18,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,20,144,164
322,323,2011-11-19,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,10,102,112
323,324,2011-11-20,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,5,78,83
324,325,2011-11-21,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,15,75,90
325,326,2011-11-22,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,10,54,64
326,327,2011-11-23,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,0,36,36
327,328,2011-11-24,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,5,21,26
328,329,2011-11-25,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,0,15,15
329,330,2011-11-26,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,0,3,3
330,331,2011-11-27,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,5,6,11
331,332,2011-11-28,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,5,27,32
332,333,2011-11-29,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,5,66,71
333,334,2011-11-30,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,10,93,103
334,335,2011-12-01,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,10,171,181
335,336,2011-12-02,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,90,162,252
336,337,2011-12-03,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,75,222,297
337,338,2011-12-04,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,105,240,345
338,339,2011-12-05,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,130,276,406
339,340,2011-12-06,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,105,324,429
340,341,2011-12-07,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,165,285,450
341,342,2011-12-08,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,145,162,307
342,343,2011-12-09,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,75,207,282
343,344,2011-12-10,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,70,180,250
344,345,2011-12-11,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,30,105,135
345,346,2011-12-12,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,30,153,183
346,347,2011-12-13,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,0,78,78
347,348,2011-12-14,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,25,117,142
348,349,2011-12-15,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,30,99,129
349,350,2011-12-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,20,57,77
350,351,2011-12-17,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,15,39,54
351,352,2011-12-18,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,45,18,63
352,353,2011-12-19,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,0,3,3
353,354,2011-12-20,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,5,3,8
354,355,2011-12-21,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,0,3,3
355,356,2011-12-22,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,0,9,9
356,357,2011-12-23,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,0,54,54
357,358,2011-12-24,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,15,87,102
358,359,2011-12-25,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,40,213,253
359,360,2011-12-26,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,115,210,325
360,361,2011-12-27,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,145,225,370
361,362,2011-12-28,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,115,285,400
362,363,2011-12-29,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,110,207,317
363,364,2011-12-30,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,175,234,409
364,365,2011-12-31,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,110,231,341
365,366,2012-01-01,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,115,246,361
366,367,2012-01-02,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,55,168,223
367,368,2012-01-03,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,70,141,211
368,369,2012-01-04,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,35,150,185
369,370,2012-01-05,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,30,66,96
370,371,2012-01-06,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,10,57,67
371,372,2012-01-07,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,0,54,54
372,373,2012-01-08,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,5,48,53
373,374,2012-01-09,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,5,45,50
374,375,2012-01-10,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,0,24,24
375,376,2012-01-11,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,0,6,6
376,377,2012-01-12,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,5,6,11
377,378,2012-01-13,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,0,3,3
378,379,2012-01-14,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,0,15,15
379,380,2012-01-15,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,20,27,47
380,381,2012-01-16,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,15,90,105
381,382,2012-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,40,117,157
382,383,2012-01-18,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,35,150,185
383,384,2012-01-19,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,45,165,210
384,385,2012-01-20,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,50,210,260
385,386,2012-01-21,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,65,240,305
386,387,2012-01-22,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,60,222,282
387,388,2012-01-23,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,105,216,321
388,389,2012-01-24,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,30,228,258
389,390,2012-01-25,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,20,201,221
390,391,2012-01-26,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,35,255,290
391,392,2012-01-27,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,10,174,184
392,393,2012-01-28,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,20,87,107
393,394,2012-01-29,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,15,72,87
394,395,2012-01-30,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,0,39,39
395,396,2012-01-31,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,5,9,14
396,397,2012-02-01,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,0,9,9
397,398,2012-02-02,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,0,66,66
398,399,2012-02-03,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,10,78,88
399,400,2012-02-04,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,15,96,111
400,401,2012-02-05,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,0,183,183
401,402,2012-02-06,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,5,372,377
402,403,2012-02-07,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,5,396,401
403,404,2012-02-08,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,5,294,299
404,405,2012-02-09,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,0,249,249
405,406,2012-02-10,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,0,123,123
406,407,2012-02-11,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,0,99,99
407,408,2012-02-12,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,5,57,62
408,409,2012-02-13,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,0,9,9
409,410,2012-02-14,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,5,18,23
410,411,2012-02-15,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,0,9,9
411,412,2012-02-16,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,5,3,8
412,413,2012-02-17,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,0,21,21
413,414,2012-02-18,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,0,96,96
414,415,2012-02-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,5,267,272
415,416,2012-02-20,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,5,588,593
416,417,2012-02-21,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,10,321,331
417,418,2012-02-22,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,5,138,143
418,419,2012-02-23,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,25,141,166
419,420,2012-02-24,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,25,195,220
420,421,2012-02-25,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,55,201,256
421,422,2012-02-26,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,35,204,239
422,423,2012-02-27,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,20,234,254
423,424,2012-02-28,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,50,282,332
424,425,2012-02-29,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,35,570,605
425,426,2012-03-01,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,25,468,493
426,427,2012-03-02,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,20,324,344
427,428,2012-03-03,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,10,222,232
428,429,2012-03-04,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,20,165,185
429,430,2012-03-05,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,30,159,189
430,431,2012-03-06,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,5,81,86
431,432,2012-03-07,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,25,24,49
432,433,2012-03-08,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,10,9,19
433,434,2012-03-09,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,0,6,6
434,435,2012-03-10,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,0,3,3
435,436,2012-03-11,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,0,3,3
436,437,2012-03-12,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,0,18,18
437,438,2012-03-13,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,0,105,105
438,439,2012-03-14,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,5,300,305
439,440,2012-03-15,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,10,741,751
440,441,2012-03-16,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,15,420,435
441,442,2012-03-17,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,5,168,173
442,443,2012-03-18,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,25,189,214
443,444,2012-03-19,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,35,231,266
444,445,2012-03-20,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,60,258,318
445,446,2012-03-21,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,30,225,255
446,447,2012-03-22,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,40,186,226
447,448,2012-03-23,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,40,249,289
448,449,2012-03-24,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,40,621,661
449,450,2012-03-25,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,5,552,557
450,451,2012-03-26,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,30,438,468
451,452,2012-03-27,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,10,372,382
452,453,2012-03-28,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,15,162,177
453,454,2012-03-29,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,0,168,168
454,455,2012-03-30,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,15,84,99
455,456,2012-03-31,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,5,60,65
456,457,2012-04-01,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,0,18,18
457,458,2012-04-02,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,0,6,6
458,459,2012-04-03,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,0,3,3
459,460,2012-04-04,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,0,3,3
460,461,2012-04-05,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,5,12,17
461,462,2012-04-06,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,0,81,81
462,463,2012-04-07,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,10,198,208
463,464,2012-04-08,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,35,630,665
464,465,2012-04-09,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,35,477,512
465,466,2012-04-10,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,30,171,201
466,467,2012-04-11,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,30,159,189
467,468,2012-04-12,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,55,201,256
468,469,2012-04-13,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,40,195,235
469,470,2012-04-14,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,30,168,198
470,471,2012-04-15,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,20,183,203
471,472,2012-04-16,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,0,291,291
472,473,2012-04-17,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,50,453,503
473,474,2012-04-18,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,5,357,362
474,475,2012-04-19,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,15,279,294
475,476,2012-04-20,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,5,156,161
476,477,2012-04-21,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,0,123,123
477,478,2012-04-22,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,5,99,104
478,479,2012-04-23,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,0,81,81
479,480,2012-04-24,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,0,39,39
480,481,2012-04-25,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12,15,27,42
481,482,2012-04-26,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,0,33,33
482,483,2012-04-27,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,5,18,23
483,484,2012-04-28,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,0,9,9
484,485,2012-04-29,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,0,6,6
485,486,2012-04-30,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,0,24,24
486,487,2012-05-01,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27,5,78,83
487,488,2012-05-02,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,15,111,126
488,489,2012-05-03,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,15,150,165
